objectid,filename,uwyc identifier,title,creator,date_created,description,subject,latitude,longitude,source,format,credit,rights
uw42780,uw42780.jpg,,Penguin Sailboats in Portage Bay,unknown,1965-02-20,Photograph of two Penguin sailboats in Portage Bay. ,,47.648678,-122.315042,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42780.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42799,uw42799.jpg,,Sailing with Rudder Up,unknown,1980-02,Photograph of a sailboat with the rudder up. ,,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42799.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42800,uw42800.jpg,,Four Boats Sailing,unknown,1970-04,Photograph of four sailboats.,,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42800.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42801,uw42801.jpg,,Sailboats in Drumheller Fountain,unknown,1970-04,"Photograph of two sailboats in Drumheller Fountain, also known as ""Frosh Pond.""",,47.65396107,-122.3073047,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42801.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42803,uw42803.jpg,,Sailboats in Drumheller Fountain,unknown,1970-04,"Photograph of three sailboats in Drumheller Fountain, also known as ""Frosh Pond.""",,47.65396107,-122.3073047,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42803.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42807,uw42807.jpg,,Sailboats in Drumheller Fountain,unknown,1970-04,"Photograph of four sailboats in Drumheller Fountain, also known as ""Frosh Pond.""",,47.65396107,-122.3073047,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42807.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42808,uw42808.jpg,,Sailboats in Drumheller Fountain,unknown,1970-04,"Photograph of three sailboats in Drumheller Fountain, also known as ""Frosh Pond.""",,47.65396107,-122.3073047,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42808.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42809,uw42809.jpg,,Sailboats in Drumheller Fountain,unknown,1970-04,"Photograph of a capsized sailboat in Drumheller Fountain, also known as ""Frosh Pond.""",,47.65396107,-122.3073047,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42809.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42810,uw42810.jpg,,Sailboat in Drumheller Fountain,unknown,1981-01,"Photograph of a sailboat in Drumheller Fountain, also known as ""Frosh Pond.""",,47.65396107,-122.3073047,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42810.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42811,uw42811.jpg,,HIking Out ,unknown,,Photograph of two sailboats. ,International 420,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42811.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42812,uw42812.jpg,,Three International 420 Sailboats,unknown,,Photograph of three International 420 sailboats. ,International 420,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42812.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42815,uw42815.jpg,,Three International 420 Sailboats,unknown,,Photograph of three International 420 sailboats. ,International 420,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42815.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42816,uw42816.jpg,,International 420 Sailboat,unknown,,Photograph of an International 420 sailboat. ,International 420,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42816.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42818,uw42818.jpg,,Two International 420 Sailboats,unknown,,Photograph of two International 420 sailboats.,International 420,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42818.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42820,uw42820.jpg,,Mount Rainier and Sailboat,unknown,,Photograph of a sailboat with Mount Rainier in the background. ,,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42820.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42821,uw42821.jpg,,Six Sailboats,unknown,,Photograph of six sailboats in Union Bay,,47.65043738,-122.2876519,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42821.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42822,uw42822.jpg,,Lightning Sailboat,unknown,,Photograph of a Lightning sailboat. ,Lightning,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42822.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42823,uw42823.jpg,,View of Cockpit,unknown,,Photograph of the cockpit of a sailboat. ,,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42823.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42824,uw42824.jpg,,C-Lark,unknown,1965-03,Photograph of a C-Lark sailboat. ,C-Lark,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42824.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42825,uw42825.jpg,,International 420 Sailboat,unknown,,Photograph of International 420 sailboats. ,International 420,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42825.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42827,uw42827.jpg,,International 420 Sailboat,unknown,,Photograph of an International 420 sailboat. ,International 420,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42827.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42829,uw42829.jpg,,Club Fleet at Waterfront Activities Center,unknown,,Photograph of rigged boats at the Waterfront Activities Center,,47.6485726,-122.2993765,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42829.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42830,uw42830.jpg,,Rigging Boats,unknown,1988-02,Photograph of people rigging boats on the dock. ,,47.6485726,-122.2993765,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42830.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42834,uw42834.jpg,,Opening Day at the Montlake Cut,unknown,1981-05,Photograph of the boat parade on Opening Day. ,,47.64724037,-122.3029846,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42834.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42835,uw42835.jpg,,Opening Day Boat Decoration,"Ralph, Jackson",1974-05-04,Photograph of a club sailboat decorated for the Opening Day parade. ,,47.64724037,-122.3029846,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42835.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42837,uw42837.jpg,,ASUW Shell House Decorated,"Ralph, Jackson",1968-05,"Photograph of the ASUW Shell House with signs hanging that say ""UWYC 20 Years Survival 1948-1968."" Displayed for the Opening Day boat parade.  ",ASUW Shell House,47.64791813,-122.2999433,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42837.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42838,uw42838.jpg,,Boat Parade ,"Ralph, Jackson",1974-05-04,Photograph of the Opening Day boat parade from inside a boat. ,,47.64724037,-122.3029846,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42838.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42839,uw42839.jpg,,Boat Decoration,"Ralph, Jackson",1974-05-04,Photograph of the yellow rubber duck boat decoration in progress. ,,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42839.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42840,uw42840.jpg,,Inside the ASUW Shell House,"Ralph, Jackson",1974-05-04,Photograph of boat storage and workshop inside the ASUW Shell House. ,,47.64791813,-122.2999433,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42840.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42841,uw42841.jpg,,Lil' Toot,"Ralph, Jackson",1974-05-04,Photograph of the Lil' Toot decorated boat on Opening Day. ,,47.64724037,-122.3029846,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42841.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42842,uw42842.jpg,,Lil' Toot,"Ralph, Jackson",1974-05-04,Photograph of the Lil' Toot decorated boat on Opening Day. ,,47.64724037,-122.3029846,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42842.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42843,uw42843.jpg,,Lil' Toot,"Ralph, Jackson",1974-05-04,Photograph of the Lil' Toot decorated boat on Opening Day. ,,47.64724037,-122.3029846,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42843.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42844,uw42844.jpg,,Husky,unknown,1964,Photograph of a Husky sailboat. ,,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42844.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42846,uw42846.jpg,,C-Lark in Union Bay,unknown,1960-09,Photograph of a C-Lark in Union Bay,C-Lark,47.65043738,-122.2876519,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42846.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42847,uw42847.jpg,,C-Lark in Union Bay,unknown,1960-09,Photograph of a C-Lark in Union Bay,C-Lark,47.65043738,-122.2876519,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42847.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42848,uw42848.jpg,,Kite in Union Bay,unknown,1960-09,Photograph of a Kite sailboat in Union Bay. ,Kite,47.65043738,-122.2876519,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42848.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42849,uw42849.jpg,,C-Lark in Union Bay,unknown,1960-09,Photograph of a C-Lark in Union Bay,C-Lark,47.65043738,-122.2876519,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42849.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42856,uw42856.jpg,,Club Sailboats in the Ballard (Hiram M. Chittenden) Locks,unknown,,Photograph of club sailboats in the Ballard (Hiram M. Chittenden) Locks. ,,47.6655982,-122.3968405,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42856.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42857,uw42857.jpg,,Boats in Tow,"Ralph, Jackson",1966-11,Photograph of boats in tow on the Lake Washington Ship Canal. ,,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42857.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42858,uw42858.jpg,,Lake Washington Ship Canal,unknown,,Photograph of boats in the Lake Washington Ship Canal. ,,47.6655982,-122.3968405,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42858.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42859,uw42859.jpg,,Boats in Tow in Salmon Bay,unknown,,Photograph of two boats in Salmon Bay. ,,47.66398773,-122.3871019,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42859.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42867,uw42867.jpg,,Hanging off a Line,unknown,,Photograph of a person hanging off a line. ,,,,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42867.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "
uw42868,uw42868.jpg,,Sailboats in the Ballard (Hiram M. Chittenden) Locks,unknown,,Photograph of club sailboats in the Ballard (Hiram M. Chittenden) Locks. ,,47.6655982,-122.3968405,"Accession No. 6421-001, Box 2, University of Washington Yacht Club records, Slide Box 2",image/jpeg,"University of Washington Libraries, Special Collections, UW42868.","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Washington Libraries. For other uses beyond free use, please contact University of Washington Libraries, Special Collections. "